"ProductName","ProductPrice","AverageRating","ReviewBody","ReviewRating","ProductCategory","ReviewAuthor","SentimentScore","SentimentCategory"
"Amazon Basics Thick Maxi Pads with Flexi-Wings for Periods, Extra Heavy Overnight Absorbency, Unscented, Size 5, 20 Count, 1 Pack (Previously Solimo)",5.54,4.4,"didnt think it would be so long...no like really couldnt use the wings because where the wings are is on at the way top and way bottom of the pad...like front to back is longer than a 12 inches...place wings closer to the middle pls...good absorbency...good adhesion and good comfort
  
Read more",4,"hpc","@Peachtowndivacat_Fitness",0.185185185185185,"Positive"
"Amazon Basics Mid-back Mesh Office Drafting Chair Stool with Adjustable Footrest, Flip-Up Arms, Black",124.99,3.8,"The seat tilts forward, and does not recline at all back. Makes it kind of hard to sit on.
  
Read more",3,"furniture","Juan",0,"Neutral"
"Amazon Basics Multipurpose Copy Printer Paper, 24lb, 8.5-x-11-inch, 1 mega ream (800 sheet), 97 Bright, White",15.67,4.7,"works well, good color, high quality, good price
  
Read more",5,"office-products","customer_11975",0.555555555555556,"Positive"
"Amazon Basics Storage Cube Shelf Organizer, 9 Cubes, White, 11.7""D x 35.9""W x 35.9""H",66.47,3.5,"This is lightweight yet sturdy unit I use in my craft room for fabrics and yarn.  I wish the back was a solid piece all the way across instead of having open sections.
  
Read more",4,"furniture","Tracy",0.105263157894737,"Positive"
"Amazon Basics Cordless Handheld Vacuum, USB Chargeable, Black",28.9,4,"I was hesitant to buy this because it says it only runs about 12 minutes. I got it to vacuum out car seats and it’s actually plenty of time to get all the crumbs out of both toddler seats and do the front seats as well. It’s definitely not heavy duty and won’t do the whole car, but for a quick clean up it’s awesome! I just plug it in and charge it and leave it popped in a cup holder in the back seat
  
Read more",5,"home-garden","ar620",0.131578947368421,"Positive"
"Dawn Ultra Anti-Bacterial EZ-Squeeze Hand Soap, Apple Blossom, 3x22 Fl Oz (Packaging may vary)",11.82,4.8,"I bought this 3 pack plus sponges because I thought it was a great deal. Now I don’t have to worry about running out of dish soap for a long while. I haven’t used the apple scented Dawn yet. The blue wasn’t available at the time I ordered. But it’s Dawn, so I’m hoping that it works well and smells fine.
  
Read more",5,"hpc","D. R.",0.28125,"Positive"
"Amazon Basics Bluetooth Wireless On Ear Headphones with Microphone, 35 Hour Playtime, Foldable, Black",28.49,4.3,"These are easy to connect and the sound is good. A great value!
  
Read more",4,"electronics","Kindle Customer",0.571428571428571,"Positive"
"Ring Stick Up Cam Battery | Weather-Resistant Outdoor Camera, Live View, Color Night Vision, Two-way Talk, Motion alerts, Works with Alexa | White",69.99,4.6,"My brother recommended these to me wireless chargeable version but I chose the plug in ones for less hassle recharging. They also can have battery back up if power is out. Got the cams, got the ring app, installed and working and no issues. Just followed along and they are spectacular. I have them inside aimed out two windows and one inside to talk to the family and dog. It works so well. I wish I had gotten them last year. I read all the reviews of WiFi connection issues and it turned me off. I had NO ISSUES and it was seamless!!! These are perfect for me now and I wish I had listened to my brother last year. I would highly recommend and better than the doorbell version as this can be aimed anywhere and has settings to set motion ranges etc. and they are not obvious outside that someone could cover up. These are ideal for my needs now. Thank you to my brother and to RING🙏👍
  
Read more",5,"vdo-devices-store","Goody",0.121951219512195,"Positive"
"Amazon Basics Moisturizing Dandruff Shampoo, 11 Fl Oz, Pack of 1",5.65,4.2,"I would rate the Amazon BasicsMoisturizing Dandruff Shampoo a 4 out of 5 stars. It is an effective and affordable option for those dealing with dandruff and is a strong contender in the basic personal care market. It loses a star primarily because it may not be as specialized or potent as some of the more advanced dandruff shampoos available, but for most users, is a perfectly adequate solution.
  
Read more",4,"hpc","Joshua",0.1875,"Positive"
"Tide Stain Remover for Clothes, To Go Pen, Instant Spot Remover for Clothes, Travel & Pocket Size, 1 Count",2.97,4.7,"I keep 1 of these in my laptop bag, 1 in the glove box of each vehicle, and anywhere else that is ""on the go.""  These are awesome - work quickly and easily to beat away the stains!  Seem to work on all stains; have not found a stain I could not remove or at least substantially lighten with these.  The only watch-out is it does not work on some materials like leather.
  
Read more",5,"hpc","Hathi",0.0666666666666667,"Positive"
"GTRACING Gaming Chair Mat for Hardwood Floor 43 x 35inch Office Computer Gaming Desk Chair Mat for Hard Floor Red",39.99,4.4,"Matches chair
  
Read more",5,"furniture","Glenda Boggess",0,"Neutral"
"Blink Video Doorbell | Two-way audio, HD video, motion and chime app alerts and Alexa enabled — wired or wire-free (Black)",59.99,4.3,"Actually the temporary cloud you get when you first turn it on is not bad. The ongoing fees if you want to keep it are above average. You can DIY it by using a synch module - which you really have to have anyway, a usb power block, a usb cord and a usb drive. All of this clips into a cheesy holder and the whole thing plugs into a socket. Elegant design it is not. It occupies about 6 inches high by 4 wide and 4 deep of wall space. A strong cockroach can knock it out of the socket. But, it does store your clips  at home and you can pull the drive and send it to whatever cloud you have via laptop or desktop. The video bell is easy to install with 2 screws. Setup is just shoot a pic of the QR, and give it a name. It will not make any notification inside! Buy ( are you getting the idea blink is a kluge ? ) one from many retailers or use Alexa ( guess what kids you must buy this too) , for which there is a skill and multiple chime sounds. [ or hardwire to your old school doorbell chime I may do this when it stops snowing. Wait, I live in FL, no snow, I am never going to do this]. The picture is fine although 1k rather than the latest  2k.  If you wait a bit you can see it on your phone, though I find Alexa faster. There was supposed to be a one button push for iphone and android notification so you do not have to unlock phone, start app and click on view. I have not found it yet. Batteries. Yes you need them and they are why I bought this ( already having a blink setup). My old doorbell non blink cams use 18650 which need charging every 3 months or so and die between 2-3 years & require the most expensive $20 a pair 18650s. And I was not about to install doorbell transformer, wire and chimes which allow running on 12-26 volts AC but this is an option. My other blinks have run since 2021 without the bother of recharge on AA lithiums as does this. The AAs cost $20 a pair. I am happy. The voice com for you and visitor is clear, nightime view ok, you will recognize your Mom. Motion detection works well. Hey Amazon, Alexa, Blink we all know you are the same corp. - make the synch module a neat desktop saucer shape thing with cord and plug or even cord and power block. That wall wart thing is nasty. Guess what ? You can even add micro usb storage. Guess what what? Put the $%*& thing inside next gen echo view). One star off because Prime delivery guy would not install it. ( actually guys thanks for walking up that 2 story ramp to house every time I buy something).Update: Customer service. Wanted to have doorbell image come up automatically on bell push. Found a couple of u tubes on how to implement but due to poor eysight and worse hearing could not implement. Tried cust support. Asked me to allow them access to setup to help arrange. Did so, then got new rep telling me  She, was taking over. Well 17 emails back and forth it  ( it had to have been an IT bot calling itself Jen, paid no attention to anything I said) blew me off saying it could not be done but what a great idea would let the IT guys know. Right. See google for proof it can be done. Zero for you Jen and blink cust svc. Update: blink vust service emailed again and asked for third time what I wanted. Repeated whole thing and refered them to 3 videos showing what they said could not be done, could be done. They responded by sending me links on how to set up alexa. As I have bern using alexa for 3 years this was of course useless, as apparently is blink support.
  
Read more",4,"vdo-devices-store","happy",0.0648967551622419,"Positive"
"Amazon Basics Smart A19 LED Light Bulb, 2.4 GHz Wi-Fi, 7.5W (Equivalent to 60W) 800LM, Works with Alexa Only, 1-Pack, Multicolor",12.99,4.5,"I've tested MANY smart bulbs and had just about given up. The big problem has always been the integration into the voice assistant sphere. The previous bulbs I found with be inconsistent in responding to voice, and were designed to run with the phone apps. At that point, it is faster to get up and flip a wall switch than mess with the phone.Then I gave the Amazon Basics a try. Right away, it joined my Alexa world as seamlessly as the Echoes. Simply put... these lights always work as I want them to. I can arrange them in my Alexa app to be named and those names drive the voice controls. I want a new routine? It is as simple as telling Alexa to make a new routine to turn on my Den Light at 5:30 AM to prepare for my day.
  
Read more",5,"hi","Brian",0.0547945205479452,"Positive"
"SHARK HyperAir IQ Hair Dryer Ultra-Fast Drying. No Heat Damage. Styles That Last. (Black) (Renewed) 1.0 Count",119.95,4.4,"The media could not be loaded.
                
            
                
            
            
        
    
    
 I was in need of a new hair dryer and while I was initially nervous to purchase a refurbished one, I’m glad I did. The power on this thing is crazy good. I have naturally curly hair and the diffuser attachment is great, I can use the high speed, which puts out some serious power, and have no issues with frizz or loss of curl pattern. It sounds about the same as my old hairdryer on high, but the low and medium setting is quite quiet. I have long hair and it takes about 15 minutes for me to diffuse it instead of the 30 it took previously. The styling brush tool is great, and I love that they are magnetic. I don’t find it to be too heavy, and while it does have some weight on it I’ll take the speed and power over a few extra ounces of weight any day of the week.
  
Read more",5,"hpc","Morgan A from VA",0.0704225352112676,"Positive"
"Blink Video Doorbell | Two-way audio, HD video, motion and chime app alerts and Alexa enabled — wired or wire-free (Black)",59.99,4.3,"Actually the temporary cloud you get when you first turn it on is not bad. The ongoing fees if you want to keep it are above average. You can DIY it by using a synch module - which you really have to have anyway, a usb power block, a usb cord and a usb drive. All of this clips into a cheesy holder and the whole thing plugs into a socket. Elegant design it is not. It occupies about 6 inches high by 4 wide and 4 deep of wall space. A strong cockroach can knock it out of the socket. But, it does store your clips  at home and you can pull the drive and send it to whatever cloud you have via laptop or desktop. The video bell is easy to install with 2 screws. Setup is just shoot a pic of the QR, and give it a name. It will not make any notification inside! Buy ( are you getting the idea blink is a kluge ? ) one from many retailers or use Alexa ( guess what kids you must buy this too) , for which there is a skill and multiple chime sounds. [ or hardwire to your old school doorbell chime I may do this when it stops snowing. Wait, I live in FL, no snow, I am never going to do this]. The picture is fine although 1k rather than the latest  2k.  If you wait a bit you can see it on your phone, though I find Alexa faster. There was supposed to be a one button push for iphone and android notification so you do not have to unlock phone, start app and click on view. I have not found it yet. Batteries. Yes you need them and they are why I bought this ( already having a blink setup). My old doorbell non blink cams use 18650 which need charging every 3 months or so and die between 2-3 years & require the most expensive $20 a pair 18650s. And I was not about to install doorbell transformer, wire and chimes which allow running on 12-26 volts AC but this is an option. My other blinks have run since 2021 without the bother of recharge on AA lithiums as does this. The AAs cost $20 a pair. I am happy. The voice com for you and visitor is clear, nightime view ok, you will recognize your Mom. Motion detection works well. Hey Amazon, Alexa, Blink we all know you are the same corp. - make the synch module a neat desktop saucer shape thing with cord and plug or even cord and power block. That wall wart thing is nasty. Guess what ? You can even add micro usb storage. Guess what what? Put the $%*& thing inside next gen echo view). One star off because Prime delivery guy would not install it. ( actually guys thanks for walking up that 2 story ramp to house every time I buy something).Update: Customer service. Wanted to have doorbell image come up automatically on bell push. Found a couple of u tubes on how to implement but due to poor eysight and worse hearing could not implement. Tried cust support. Asked me to allow them access to setup to help arrange. Did so, then got new rep telling me  She, was taking over. Well 17 emails back and forth it  ( it had to have been an IT bot calling itself Jen, paid no attention to anything I said) blew me off saying it could not be done but what a great idea would let the IT guys know. Right. See google for proof it can be done. Zero for you Jen and blink cust svc. Update: blink vust service emailed again and asked for third time what I wanted. Repeated whole thing and refered them to 3 videos showing what they said could not be done, could be done. They responded by sending me links on how to set up alexa. As I have bern using alexa for 3 years this was of course useless, as apparently is blink support.
  
Read more",4,"vdo-devices-store","happy",0.0648967551622419,"Positive"
"Amazon Basics Smart A19 LED Light Bulb, 2.4 GHz Wi-Fi, 7.5W (Equivalent to 60W) 800LM, Works with Alexa Only, 1-Pack, Multicolor",12.99,4.5,"I've tested MANY smart bulbs and had just about given up. The big problem has always been the integration into the voice assistant sphere. The previous bulbs I found with be inconsistent in responding to voice, and were designed to run with the phone apps. At that point, it is faster to get up and flip a wall switch than mess with the phone.Then I gave the Amazon Basics a try. Right away, it joined my Alexa world as seamlessly as the Echoes. Simply put... these lights always work as I want them to. I can arrange them in my Alexa app to be named and those names drive the voice controls. I want a new routine? It is as simple as telling Alexa to make a new routine to turn on my Den Light at 5:30 AM to prepare for my day.
  
Read more",5,"hi","Brian",0.0547945205479452,"Positive"
"Amazon Basics Padded Office Desk Chair with Armrests, Adjustable Height/Tilt, 360-Degree Swivel, 275 Pound Capacity, 24 x 24.2 x 34.8 Inches, Black",95.37,4.3,"I recently purchased a swivel chair from Amazon and have been quite pleased with my purchase. I would give it a solid 4-star rating. The chair offers fantastic quality, especially considering its affordable price point.The chair's assembly was straightforward and hassle-free, taking me just a short amount of time to put it together. Once assembled, I was impressed by its sturdy construction and comfortable design. The cushioning is just right, providing a comfortable seating experience for extended periods.The swivel mechanism works smoothly, allowing me to easily move around and access different areas of my workspace. It's also worth noting that the chair's materials and overall build feel durable and well-crafted, which is a pleasant surprise given its price.While it may not have all the bells and whistles of more expensive models, this swivel chair delivers excellent value for the money. If you're in the market for a reliable and reasonably priced office chair, I highly recommend giving this one a try.
  
Read more",4,"furniture","Daniel Kerzie",0.247422680412371,"Positive"
"Amazon Basics Low-Odor Chisel Tip Dry Erase White Board Marker, Assorted Colors - Pack of 12",9,4.6,"My 3 yr old uses these along with adults on his whiteboard. Excited for the array of colors. Easily cleans up and caps are secure so they do not dry out. Would buy again. Price is good too
  
Read more",5,"office-products","richard",0.352941176470588,"Positive"
"Amazon Basics Classic Puresoft PU Padded Mid-Back Office Computer Desk Chair with Armrest, 26""D x 23.75""W x 42""H, Black",95.73,4.2,"This is a great chair for the price, it's comfortable and easy to install. The only drawback was the bottom circular snap-on piece for the legs it does keep coming undone but is very easy to overlook. If price is a big thing for you then check this chair out.
  
Read more",4,"furniture","Pool guy",0.0869565217391304,"Positive"
"Amazon Basics Classic Puresoft PU Padded Mid-Back Office Computer Desk Chair with Armrest - Brown, 25.75""D x 24.25""W x 42.25""H",95.73,4.2,"This is a great chair for the price, it's comfortable and easy to install. The only drawback was the bottom circular snap-on piece for the legs it does keep coming undone but is very easy to overlook. If price is a big thing for you then check this chair out.
  
Read more",4,"furniture","Pool guy",0.0869565217391304,"Positive"
"Amazon Basics Classic Puresoft PU Padded Mid-Back Office Computer Desk Chair with Armrest - Cream, 26""D x 23.75""W x 42""H",95.73,4.2,"This is a great chair for the price, it's comfortable and easy to install. The only drawback was the bottom circular snap-on piece for the legs it does keep coming undone but is very easy to overlook. If price is a big thing for you then check this chair out.
  
Read more",4,"furniture","Pool guy",0.0869565217391304,"Positive"
"Amazon Basics Smart A19 LED Light Bulb, 2.4 GHz Wi-Fi, 7.5W (Equivalent to 60W) 800LM, Works with Alexa Only, 1-Pack, Multicolor",12.99,4.5,"I've tested MANY smart bulbs and had just about given up. The big problem has always been the integration into the voice assistant sphere. The previous bulbs I found with be inconsistent in responding to voice, and were designed to run with the phone apps. At that point, it is faster to get up and flip a wall switch than mess with the phone.Then I gave the Amazon Basics a try. Right away, it joined my Alexa world as seamlessly as the Echoes. Simply put... these lights always work as I want them to. I can arrange them in my Alexa app to be named and those names drive the voice controls. I want a new routine? It is as simple as telling Alexa to make a new routine to turn on my Den Light at 5:30 AM to prepare for my day.
  
Read more",5,"hi","Brian",0.0547945205479452,"Positive"
"SHARK HyperAir IQ Hair Dryer Ultra-Fast Drying. No Heat Damage. Styles That Last. (Black) (Renewed) 1.0 Count",109.99,4.4,"The media could not be loaded.
                
            
                
            
            
        
    
    
 I was in need of a new hair dryer and while I was initially nervous to purchase a refurbished one, I’m glad I did. The power on this thing is crazy good. I have naturally curly hair and the diffuser attachment is great, I can use the high speed, which puts out some serious power, and have no issues with frizz or loss of curl pattern. It sounds about the same as my old hairdryer on high, but the low and medium setting is quite quiet. I have long hair and it takes about 15 minutes for me to diffuse it instead of the 30 it took previously. The styling brush tool is great, and I love that they are magnetic. I don’t find it to be too heavy, and while it does have some weight on it I’ll take the speed and power over a few extra ounces of weight any day of the week.
  
Read more",5,"hpc","Morgan A from VA",0.0704225352112676,"Positive"
"Amazon Fire TV 32"" 2-Series HD smart TV with Fire TV Alexa Voice Remote, stream live TV without cable",119.99,4.5,"Disregard the negative reviews, you must have decent internet speed and your light bill paid lol. This TV is awesome, great picture quality and apps installed. It took like 20 min to download and set up all apps and settings.  Great price.
  
Read more",5,"amazon-home","Nava J",0.111111111111111,"Positive"
"Claritin 24hr Non-Drowsy Allergy Relief, Loratadine Tablets - 100ct",44.99,4.8,"Claritin is essential, especially in the Spring months when everything is growing.  Always effective and works when needed.
  
Read more",5,"hpc","Chris",0.166666666666667,"Positive"
"The Artist's Way: 30th Anniversary Edition",8.26,4.7,"This is a wonderful book. Great for exploring your inner artist, and guides you through a journey of discovery.  I actually got this book for my sister, as I read the book and kept a journal while working through the book many years ago.  I still enjoy reading through my entries, and plan on repeating the process again one day.
  
Read more",5,"books","Ivan",0.125,"Positive"
"Wreck This Journal: Now in Color",9.59,4.7,"I got this for my teen sister that I have no clue what she likes. She was thrilled to recieve this, knew what it was and it's actually helped her cross fun little boundaries like throwing it down the stairs or breaking the spine!
  
Read more",5,"books","Whitney Fisher",0.2,"Positive"
"Burn After Writing (Celestial)",7.32,4.6,"I loved this so much I got ny friends 2. It was really good for the soul to fill this out and then just let everything go and watch it burn. It makes you feel better when you know you did something tangible for yourself you can see. I like how the whole concept is purge it out and let it go.
  
Read more",5,"books","Maria",0.222222222222222,"Positive"
"Burn After Writing (Pink)",8.56,4.6,"I loved this so much I got ny friends 2. It was really good for the soul to fill this out and then just let everything go and watch it burn. It makes you feel better when you know you did something tangible for yourself you can see. I like how the whole concept is purge it out and let it go.
  
Read more",5,"books","Maria",0.222222222222222,"Positive"
"Bride",13.48,4.5,"I get the hype. Y’all. This book is good. Honestly, fantastic. I really enjoyed reading this one. I’ve enjoyed Ali Hazelwood’s other works, but this really may be my favorite. This story is hilarious, steamy, and just so entertaining.Bride is a paranormal fantasy/shifter romance mixed in with a mystery. Our fmc is a vampire and mmc a werewolf. A true enemies to lovers type situation, but as we all know, the heart wants what the heart wants. The chemistry between these characters was freaking fantastic. They were written very well and the romance was literally polarizing. The independent journey of discovery that our mc goes through was really really good too.Also, this world is SO interesting and I can forsee Ali Hazelwood doing a lot with it. The side characters were super intriguing and I see a lot of potential for an interconnected series. I love that Ali stayed true to her STEM vibes in this story as well. Though this is her first fantasy, I think she did a stellar job and still made it her own.So anyways, if y’all are looking for a fantasy romance featuring:✨ Enemies to Lovers✨ Slow Burn 🌶️✨ Fated Mates✨ Found Family✨ Arranged Marriage✨ Paranormal Elements✨ & a MYSTERYThen I promise, this is the one for you ✌🏻
  
Read more",5,"books","Ashlan",0.105263157894737,"Positive"
"Say You'll Be Mine: A Novel",13.15,4.2,"This book is a story about two people with believable lives and aspirations. The author does a wonderful job bringing in the angst that goes along with starting a new relationship. Enjoyed every moment of reading this book.
  
Read more",5,"books","Carol Loper",0.260869565217391,"Positive"
"Create This Book",12.69,4.8,"We bought this because my daughter added to her Santa’s list. Is really nice for creativity boost. My daughter loves it.
  
Read more",5,"books","Llely",0.363636363636364,"Positive"
"Steal Like an Artist: 10 Things Nobody Told You About Being Creative",9.99,4.6,"On the lightweight side, but that's okay. Some good ideas, worth the minutes it takes to read them. Lots of useful quotations, stolen words with attribution.
  
Read more",4,"books","KellysHero718",0.117647058823529,"Positive"
"The Artist's Way Workbook",12.49,4.6,"I've had this book before and lost it during a move. Decided to get another one, as I'm in a sort of ""new ideas"" period.Jul I a Cameron is a genius!
  
Read more",5,"books","Leyland",0,"Neutral"
"Drawing on the Right Side of the Brain: The Definitive, 4th Edition",15.51,4.7,"Betty Edwards takes you on a journey that is not just about learning how to draw a curve or a shape, but rather deeply psychological and actually plays deeply with mindfulness work, negotiation stuff I'm learning, and more... How you ask? By teaching you how to truly observe what is right in front of you and do your level best to replicate it while leaving the imprint of your own stylish elements as an artist. You are taught how to activate those perceptual centers and get out of your head from those over analytical racing thoughts that run through our minds til your mind focuses what is right in front of you regardless of how you feel about it.It takes you away from ambiguity and paradox to what is.It teaches you how to concentrate on hand and eye moments and to note the nameless shapes and curves rather than the preconceived bias of notions of shapes that affect your ability to replicate.It shows you the psychological truths of how we work in an artistic way to develop perceptual thinking and reduce cognitive dissonance and why for thousands of years artists vs politicians have been that artists will paint what their mind sees no matter how ugly or awful it is or how beautiful or pleasant it is, they just pain what their mind directs them to. It teaches us how to access the deepest recesses of our subconscious til we let go. This is the brilliance of how she presented her drawing lessons.And in just weeks you will go from barely being able to draw to being able to at least do a somewhat realistic portrait although not full on hyperrealismIf you learn this book, it will then be a greater stepping stone to learning hyperrealism from elsewhere
  
Read more",5,"books","Anonymous",0.107913669064748,"Positive"
"The Artist's Way Starter Kit",21.49,4.8,"A friend suggested this book ... I am 66 years old and recently retired ... I am on a personal journey to discover my creative self in retirement ...  I am not a painter, or a musician, or any typical what a person would call 'artist'  But I am a creative thinker and now that I am out of over 40 years of Computer IT work I am searching for the creative self within.  I am just completing week one or a 12 week journey .. I am hooked ... It is amazing at how the reading and the daily 3-pages exercise is really helping me to cut right to the core.  If you are a blocked artist of any type.  Or a person that is looking for help to discover the creative artist within ... this might be a good read and personal growth opportunity.
  
Read more",5,"books","P. Gruhn",0.253968253968254,"Positive"
"Big Magic: Creative Living Beyond Fear",11.01,4.5,"The ideas of this book are, of course, nothing new. But as Elizabeth actually puts it, it's her take on living a creative and joyful life. I've read similar ideas from other authors, with different backgrounds, all with their own spins, and I find this one very refreshing. It might seem at times that it's only focused on the creative ""arts"", but this applies to everything.I bought both the Kindle book and the audio since Iike alternating between them. However, the fact that it is narrated by Elizabeth herself made the whole thing much, much better!If anything, this books is a great reminder to not take things so seriously. Enjoy what you do. Stay active. Don't stop making things. Don't let inertia rob you of the precious time we have in this Earth. If you decide to read it, do so with an open mind, and use it to analyze yourself. I don't think anyone cares if you think
  
Read more",4,"books","David",0.134146341463415,"Positive"
"Fourth Wing (The Empyrean, 1)",16.99,4.8,"5/5⭐️4/5🌶️i have nothing but good things to say about this book, buckle up.i’m honestly not even sure that i will be able to gather my thoughts and form a coherent review to adequate explain how much i adored this book but i’m going to try. let’s start by saying that i am obsessed with this book.this was outstanding and amazing in every single way. i cried, i laughed, i giggled, i gasped, i did ALL THE THINGS. i have not felt so many things while reading a book since my last SJM read. fourth wing absolutely deserves all the hype and more. if the hunger games, divergent, harry potter, and game of thrones had a baby, this would be it.this book was the perfect mixture of romance and high stakes and the vibes were so spot on. fourth wing is fast paced from beginning to end and will absolutely hook you from the very first chapter. the world building was perfection and so seamless that it never felt awkward and i was never confused about the fantasy world. this is a world i would absolutely love to live in!i have heard that a lot of people found this book predictable, but i’m personally HORRIBLE at predicting endings so i may have forseen one or two things but i definitely could not have predicted the entire ending for this book and that made it that much more enjoyable.i LOVED violet’s character so much. her bond with her sister and her friends was so genuine. she is tough and strong willed and is unstoppable, despite her disadvantage (which yarrow displayed SO SO well). i loved her journey and how much she grew throughout this whole book.XADEN!!!! rhysand has been my #1 book boyfriend since i devoured ACOTAR last year and no one has lived up to the hype since. xaden freaking riorson has officially take my #1 book boyfriend spot with rhysand as a very close second. how can you not love this man?? he is an ABSOLUTE SIMP from violet even from the start despite his grumpy exterior. men who show their love through actions >>>this man had me literally gasping and giggling like a little kid because of some of the things he did. he was exactly what violet needed. i loved their tension but also how he always believe in her. and the nicknames?? 🤭the romance was perfection. usually i get really impatient with slow burns, but the fantasy aspect of this book was done SO WELL that i was such as obsessed with the story as i was with the romance. and enemies to lovers??? sign me tf up. 😮‍💨 violet and xaden had the perfect build up between them. and the SPICE?? puh-lease. absolutely amazing!!tairn and andarna were hands down, the best part of this book. yarros did SO GOOD with described all of the details of the dragons and giving them so much personality. the interactions between the dragons and their riders were so much fun. i loved tairn’s grumpy exterior, his sassy comments, and how protective he was of violet. andarna is so freaking cute and i love her to death.i could honestly rave about every single aspect of this book but i feel like this really sums up some of my biggest feelings. this is definitely a book that deserved ALL the hype and definitely a book that you need to read, even if you aren’t a fantasy lover.this book was not perfect by any means. like anything else, this book had flaws but it was perfect to me. i am obsessed. it had everything i wanted from a fantasy book AND DRAGONS!!🐉 i cannot wait to get my hands on iron flame!! this is definitely a book that i will be rereading before book 2 comes out! i know for a fact that this will be the best book that i read for this year.(peep my 73 kindle highlights from this book because it had the BEST QUOTES and xaden says the BEST THINGS -> may have some spoilers so read at your own risk)“A dragon without its rider is a tragedy. A rider without their dragon is dead.”“So then why are you here, Xaden?” “Because I can’t seem to stay away.”“There’s nowhere in existence you could go that I wouldn’t find you, Violence.”
  
Read more",5,"books","Madison",0.0864553314121038,"Positive"
"Pretty Simple Lettering: A Step-by-Step Hand Lettering and Modern Calligraphy Workbook for Beginners (Premium Spiral-Bound Hardcover)",19.99,4.6,"The pretty simple lettering book surprised me with its beauty & simple instructions.
  
Read more",5,"books","Marie Beach",0.333333333333333,"Positive"
"Good Days Start With Gratitude: A 52 Week Guide To Cultivate An Attitude Of Gratitude: Gratitude Journal",6.99,4.6,"I've wanted to keep a gratitude journal for a while, and finally started this year. I was picky about my journal since so many of them seem like gratitude worksheets and have you write down so much about your day, sometimes with a morning and night session. I knew I would never keep something like that up and I was determined to keep going with my journal and that's why I like this one. There's just three lines for each day for you to write a few things you're grateful for. It's one of the last things I do each day and it really helps me slow down and reflect on my day. Even on the days that I'm really tired or that were really long, I know that this journal will only take me a couple minutes to complete so I still sit down to do it. If I purchased one of the more intense gratitude journals, I think I would stop doing it on the first long day.TLDR: Great, simple journal! Especially for the price!! Super easy way to start focusing on gratitude.
  
Read more",5,"books","Customer",0.0898876404494382,"Positive"
"Aveeno Daily Moisturizer, Body Lotion, For Dry Skin, Prebiotic Oat Fragrance Free, 18 fl. oz, Pack of 1",10.67,4.7,"My skin feels SO good after using this! Love it.
  
Read more",5,"beauty","Carrie Curry",0.5,"Positive"
"Scotch-Brite Zero Scratch Scrub Sponges, 6 Kitchen Sponges for Washing Dishes and Cleaning the Kitchen and Bath, Non-Scratch Sponge Safe for Non-Stick Cookware",5.97,4.8,"These sponges are great and I love that it comes with 6! They are durable and don’t rip apart easily . They do a great job at cleaning my dishes and counter. The scrub side works great as well and takes stubborn food off easily.
  
Read more",5,"hpc","Heather Bursey",0.291666666666667,"Positive"
"Mrs. Meyer's Clean Day Dryer Sheets, Lavender, 80 ct",7.67,4.3,"These are great Dryer Sheets. I've used them for years. Unfortunately, during shipping the boxes were crushed and the scented sheets are now exposed. I was concerned that they would lose their scent over time. I decided to place them all in a large Ziplock bag. Problem solved.
  
Read more",5,"hpc","Miguel Aguilar",-0.0769230769230769,"Negative"
"Ziploc Sandwich and Snack Bags, Storage Bags for On the Go Freshness, Grip 'n Seal Technology for Easier Grip, Open, and Close, 90 Count",4.29,4.8,"Good quality
  
Read more",5,"hpc","Annie",0.333333333333333,"Positive"
"Charmin Ultra Soft Cushiony Touch Toilet Paper, 24 Family Mega Rolls = 123 Regular Rolls",35.49,4.8,"Okay, so I never thought I'd be writing a review for toilet paper, but here we are. Let's talk about Charmin Ultra Soft Cushiony Touch Toilet Paper – the toilet paper that actually makes tearing off a sheet kind of fun.First off, let's address the elephant in the room – the design it makes when you tear it. There's something oddly satisfying about the clean tear and the neat pattern it creates. I know it's silly, but it's the little things in life, right?But beyond the tearing experience, this toilet paper is actually pretty great. The ultra-soft texture lives up to its name, providing a gentle and comfortable clean every time. It's like a little slice of luxury in an otherwise mundane task.I also appreciate the mega rolls – 24 family mega rolls to be exact, which apparently equals 123 regular rolls. That's a lot of toilet paper, which means fewer orders, and who doesn't love that?Overall, Charmin Ultra Soft Cushiony Touch Toilet Paper has won me over with its tear-worthy design and plush feel. It might seem silly to get excited about toilet paper, but hey, when a product delivers on its promises and adds a bit of joy to your day, why not sing its praises?
  
Read more",5,"hpc","Sara",0.178861788617886,"Positive"
"Softsoap Liquid Hand Soap, Fresh Breeze - 7.5 Fl Oz (Pack of 6)",7.74,4.8,"This is the only hand soap I will buy and I have used it for years. As the price has gone up, like everything else, I occasionally try to save a little money & will buy something cheaper, but I ALWAYS go back to Softsoap!  And this is the reason why... my skin is very dry & as soon as the weather starts to turn cold, my skin starts cracking & it gets quite painful (working from home, I tend to wash my hands a lot!).  Then one year, I discovered that if I only use this soap, it rarely happens.  This soap is the most moisturizing soap that I've ever found.And it smells delightful.  Every time I place an order on Amazon for anything, I always include a few bottles of this soap!  I love not having to carry the heavy bottles home from the store.  And I 'm so happy to never run out of it either. It tends to last a long time, even with frequent use, so it's a good value!Love this stuff!Highly recommend, especially if you have dry skin.
  
Read more",5,"beauty","SMG",0.150537634408602,"Positive"
